#; CPU time in ms; temp1 in C; temp2 in C; ax1 in m/s^2; ay1 in m/s^2; az1 in m/s^2; ax2 in m/s^2; ay2 in m/s^2; az2 in m/s^2; volt1; volt2; cur1; cur2; cur3; cur4; cur5; speed in m/s
1; 22542; 26,8000; 28,4500; -9,6798; -0,2490; 0,4717; 9,9000; 0,0503; 0,2394; 992,0000; 1017,0000; 510,0000; 502,0000; 507,0000; 509,0000; 511,0000; 0,0000
2; 22553; 26,8000; 28,4500; -9,7085; -0,2634; 0,5219; 9,9503; 0,0527; 0,2849; 989,0000; 1017,0000; 512,0000; 503,0000; 510,0000; 510,0000; 512,0000; 0,0000
3; 22563; 26,8000; 28,4500; -9,5792; -0,3017; 0,4980; 9,8881; 0,1221; 0,2346; 991,0000; 1016,0000; 510,0000; 504,0000; 509,0000; 510,0000; 509,0000; 0,0000
4; 22578; 26,8000; 28,4500; -9,6486; -0,2897; 0,4621; 9,9431; 0,0670; 0,3065; 993,0000; 1016,0000; 509,0000; 505,0000; 511,0000; 509,0000; 509,0000; 0,0000
5; 22588; 26,8000; 28,4500; -9,6893; -0,2777; 0,6081; 9,9742; 0,1269; 0,2801; 991,0000; 1016,0000; 510,0000; 504,0000; 511,0000; 511,0000; 510,0000; 0,0000
6; 22599; 26,8000; 28,4500; -9,6223; -0,3280; 0,4597; 9,9910; 0,1173; 0,2346; 989,0000; 1016,0000; 508,0000; 503,0000; 510,0000; 509,0000; 511,0000; 0,0000
7; 22614; 26,7900; 28,4500; -9,7037; -0,2634; 0,5076; 9,9958; 0,1580; 0,3184; 990,0000; 1017,0000; 513,0000; 505,0000; 511,0000; 508,0000; 511,0000; 0,0000
8; 22624; 26,7900; 28,4500; -9,6630; -0,2346; 0,5602; 9,9551; 0,0575; 0,3160; 990,0000; 1016,0000; 510,0000; 503,0000; 509,0000; 510,0000; 510,0000; 0,0000
9; 22635; 26,7900; 28,4500; -9,6055; -0,3065; 0,4573; 9,9790; 0,1173; 0,2634; 991,0000; 1017,0000; 510,0000; 504,0000; 509,0000; 510,0000; 512,0000; 0,0000
10; 22652; 26,7900; 28,4500; -9,6606; -0,2777; 0,5243; 9,9000; 0,0910; 0,2514; 991,0000; 1016,0000; 511,0000; 503,0000; 510,0000; 511,0000; 510,0000; 0,0000
11; 22663; 26,7900; 28,4500; -9,6510; -0,3136; 0,5507; 9,9288; 0,0239; 0,3376; 992,0000; 1017,0000; 511,0000; 504,0000; 509,0000; 506,0000; 512,0000; 0,0000
12; 22673; 26,7900; 28,4500; -9,6079; -0,2394; 0,5674; 9,9766; 0,1580; 0,3735; 990,0000; 1017,0000; 510,0000; 505,0000; 509,0000; 509,0000; 510,0000; 0,0000
13; 22690; 26,7900; 28,4500; -9,5888; -0,2849; 0,5650; 9,9383; 0,1556; 0,2658; 990,0000; 1017,0000; 512,0000; 506,0000; 511,0000; 509,0000; 509,0000; 0,0000
14; 22700; 26,7900; 28,4500; -9,6654; -0,3136; 0,5578; 9,9671; 0,1293; 0,2777; 990,0000; 1016,0000; 509,0000; 506,0000; 508,0000; 508,0000; 510,0000; 0,0000
15; 22711; 26,8000; 28,4500; -9,6391; -0,2921; 0,6369; 9,9288; 0,1484; 0,2634; 991,0000; 1016,0000; 512,0000; 505,0000; 510,0000; 507,0000; 510,0000; 0,0000
16; 22721; 26,8000; 28,4500; -9,6462; -0,3711; 0,3879; 9,8833; 0,0934; 0,2203; 994,0000; 1017,0000; 510,0000; 504,0000; 510,0000; 508,0000; 511,0000; 0,0000
17; 22735; 26,8000; 28,4500; -9,6247; -0,2921; 0,5339; 9,9455; 0,0646; 0,2897; 996,0000; 1016,0000; 511,0000; 505,0000; 509,0000; 509,0000; 511,0000; 0,0000
18; 22745; 26,8000; 28,4500; -9,6798; -0,3184; 0,4884; 10,0102; 0,0814; 0,2921; 990,0000; 1016,0000; 508,0000; 504,0000; 510,0000; 509,0000; 511,0000; 0,0000
19; 22756; 26,8000; 28,4500; -9,6726; -0,2370; 0,5387; 9,8785; 0,1125; 0,3112; 992,0000; 1017,0000; 511,0000; 505,0000; 511,0000; 509,0000; 513,0000; 0,0000
20; 22771; 26,8000; 28,4500; -9,6582; -0,2610; 0,6249; 9,9192; 0,1484; 0,3184; 990,0000; 1016,0000; 510,0000; 502,0000; 510,0000; 509,0000; 510,0000; 0,0000
21; 22781; 26,8000; 28,4500; -9,6558; -0,2586; 0,5076; 9,9216; -0,0048; 0,2969; 993,0000; 1017,0000; 511,0000; 503,0000; 512,0000; 509,0000; 511,0000; 0,0000
22; 22792; 26,8000; 28,4500; -9,7133; -0,2610; 0,5124; 9,9479; 0,0622; 0,2873; 994,0000; 1017,0000; 510,0000; 502,0000; 509,0000; 508,0000; 511,0000; 0,0000
23; 22809; 26,8000; 28,4500; -9,6462; -0,2921; 0,5435; 9,9742; 0,0886; 0,2945; 992,0000; 1017,0000; 509,0000; 507,0000; 509,0000; 509,0000; 512,0000; 0,0000
24; 22820; 26,8000; 28,4500; -9,6199; -0,2921; 0,4980; 9,9120; 0,0862; 0,3974; 990,0000; 1016,0000; 510,0000; 505,0000; 510,0000; 512,0000; 512,0000; 0,0000
25; 22830; 26,8000; 28,4500; -9,6295; -0,3472; 0,5148; 9,9407; 0,1030; 0,2801; 990,0000; 1019,0000; 512,0000; 506,0000; 508,0000; 510,0000; 508,0000; 0,0000
26; 22847; 26,8000; 28,4500; -9,6103; -0,2586; 0,4980; 9,8713; 0,0694; 0,3041; 990,0000; 1017,0000; 512,0000; 506,0000; 509,0000; 509,0000; 512,0000; 0,0000
27; 22857; 26,8000; 28,4500; -9,6630; -0,2394; 0,5674; 9,9719; 0,1149; 0,2753; 990,0000; 1018,0000; 511,0000; 505,0000; 509,0000; 508,0000; 510,0000; 0,0000
28; 22868; 26,8000; 28,4500; -9,6295; -0,3017; 0,4549; 9,9288; 0,0862; 0,2897; 995,0000; 1016,0000; 512,0000; 505,0000; 513,0000; 510,0000; 509,0000; 0,0000
29; 22878; 26,8000; 28,4500; -9,5888; -0,2921; 0,4357; 10,0533; 0,1269; 0,3160; 990,0000; 1016,0000; 512,0000; 505,0000; 510,0000; 509,0000; 511,0000; 0,0000
30; 22892; 26,8000; 28,4500; -9,7300; -0,2801; 0,5602; 10,0078; 0,1293; 0,3280; 994,0000; 1016,0000; 510,0000; 504,0000; 510,0000; 510,0000; 508,0000; 0,0000
31; 22902; 26,8000; 28,4500; -9,6462; -0,2993; 0,5315; 9,8809; 0,0192; 0,3639; 990,0000; 1016,0000; 510,0000; 506,0000; 511,0000; 508,0000; 511,0000; 0,0000
32; 22913; 26,8000; 28,4500; -9,6007; -0,2825; 0,5339; 9,8641; 0,1221; 0,2394; 990,0000; 1016,0000; 512,0000; 505,0000; 510,0000; 509,0000; 508,0000; 0,0000
33; 22928; 26,8000; 28,4500; -9,6798; -0,2873; 0,5986; 9,9551; 0,1484; 0,2729; 990,0000; 1017,0000; 510,0000; 504,0000; 510,0000; 510,0000; 511,0000; 0,0000
34; 22938; 26,8000; 28,4500; -9,6606; -0,3424; 0,5722; 9,9240; 0,1700; 0,2873; 991,0000; 1016,0000; 510,0000; 504,0000; 511,0000; 510,0000; 510,0000; 0,0000
35; 22949; 26,8000; 28,4500; -9,5888; -0,2466; 0,4932; 9,8545; 0,0622; 0,2873; 992,0000; 1017,0000; 512,0000; 505,0000; 510,0000; 510,0000; 511,0000; 0,0000
36; 22966; 26,8000; 28,4500; -9,6822; -0,3041; 0,5243; 9,9838; 0,0910; 0,3615; 991,0000; 1017,0000; 509,0000; 506,0000; 509,0000; 509,0000; 510,0000; 0,0000
37; 22977; 26,8000; 28,4500; -9,6630; -0,3208; 0,5028; 9,9455; 0,1125; 0,1772; 992,0000; 1017,0000; 512,0000; 505,0000; 511,0000; 511,0000; 510,0000; 0,0000
38; 22987; 26,8000; 28,4500; -9,5696; -0,2921; 0,5171; 9,8282; 0,0311; 0,2107; 991,0000; 1017,0000; 512,0000; 504,0000; 511,0000; 508,0000; 508,0000; 0,0000
39; 23002; 26,7900; 28,4500; -9,6798; -0,2298; 0,4932; 9,9719; 0,0814; 0,3017; 992,0000; 1017,0000; 509,0000; 505,0000; 510,0000; 509,0000; 512,0000; 0,0000
40; 23013; 26,7900; 28,4500; -9,6845; -0,2466; 0,5842; 9,9048; 0,0479; 0,3041; 990,0000; 1017,0000; 510,0000; 505,0000; 509,0000; 511,0000; 510,0000; 0,0000
41; 23024; 26,7900; 28,4500; -9,6414; -0,2418; 0,6201; 9,8378; 0,1197; 0,3304; 994,0000; 1017,0000; 510,0000; 504,0000; 511,0000; 510,0000; 511,0000; 0,0000
42; 23037; 26,7900; 28,4500; -9,5960; -0,2921; 0,5124; 9,9479; 0,1341; 0,3017; 991,0000; 1017,0000; 512,0000; 505,0000; 510,0000; 512,0000; 512,0000; 0,0000
43; 23048; 26,7900; 28,4500; -9,6941; -0,2825; 0,5076; 9,9240; 0,0862; 0,2658; 990,0000; 1016,0000; 511,0000; 507,0000; 510,0000; 511,0000; 510,0000; 0,0000
44; 23058; 26,7900; 28,4500; -9,6678; -0,3160; 0,4693; 9,9264; 0,1269; 0,2777; 990,0000; 1016,0000; 513,0000; 505,0000; 512,0000; 509,0000; 509,0000; 0,0000
45; 23069; 26,7900; 28,4500; -9,5912; -0,2825; 0,5124; 9,8737; 0,1053; 0,2298; 990,0000; 1017,0000; 509,0000; 505,0000; 510,0000; 511,0000; 508,0000; 0,0000
46; 23084; 26,7900; 28,4500; -9,6606; -0,3543; 0,4764; 9,9790; 0,1532; 0,3041; 990,0000; 1016,0000; 512,0000; 505,0000; 509,0000; 509,0000; 509,0000; 0,0000
47; 23094; 26,7900; 28,4500; -9,6391; -0,2969; 0,5267; 9,9575; 0,0862; 0,3256; 995,0000; 1016,0000; 510,0000; 504,0000; 510,0000; 510,0000; 513,0000; 0,0000
48; 23105; 26,7900; 28,4500; -9,6223; -0,2801; 0,5076; 9,9168; 0,1484; 0,3089; 994,0000; 1017,0000; 509,0000; 504,0000; 509,0000; 511,0000; 509,0000; 0,0000
49; 23122; 26,7900; 28,4500; -9,6606; -0,2801; 0,5531; 9,9671; 0,1365; 0,2993; 993,0000; 1017,0000; 512,0000; 502,0000; 508,0000; 509,0000; 509,0000; 0,0000
50; 23133; 26,7900; 28,4500; -9,6438; -0,2873; 0,6488; 9,9168; 0,1030; 0,2969; 992,0000; 1017,0000; 511,0000; 504,0000; 508,0000; 509,0000; 511,0000; 0,0000
51; 23143; 26,7900; 28,4500; -9,5792; -0,2203; 0,5387; 9,9072; 0,1484; 0,2562; 991,0000; 1017,0000; 509,0000; 505,0000; 511,0000; 510,0000; 511,0000; 0,0000
52; 23159; 26,7900; 28,4500; -9,6486; -0,2873; 0,4717; 9,9551; 0,0192; 0,2179; 991,0000; 1017,0000; 511,0000; 505,0000; 509,0000; 509,0000; 510,0000; 0,0000
53; 23169; 26,7900; 28,4500; -9,6798; -0,2873; 0,5986; 9,9503; 0,1341; 0,2849; 989,0000; 1017,0000; 510,0000; 504,0000; 510,0000; 508,0000; 509,0000; 0,0000
54; 23180; 26,7900; 28,4500; -9,6103; -0,2849; 0,5004; 9,8976; 0,1006; 0,2442; 991,0000; 1016,0000; 511,0000; 504,0000; 510,0000; 510,0000; 512,0000; 0,0000
55; 23193; 26,8000; 28,4500; -9,5984; -0,3615; 0,4956; 9,9359; 0,1508; 0,2514; 994,0000; 1016,0000; 511,0000; 503,0000; 509,0000; 508,0000; 510,0000; 0,0000
56; 23204; 26,8000; 28,4500; -9,7061; -0,2705; 0,5938; 9,9000; 0,1125; 0,3041; 994,0000; 1016,0000; 510,0000; 504,0000; 512,0000; 510,0000; 510,0000; 0,0000
57; 23214; 26,8000; 28,4500; -9,6271; -0,2538; 0,5674; 9,9551; 0,1101; 0,2251; 992,0000; 1017,0000; 511,0000; 507,0000; 509,0000; 510,0000; 510,0000; 0,0000
58; 23225; 26,8000; 28,4500; -9,6271; -0,3424; 0,5387; 9,9599; 0,0862; 0,2969; 991,0000; 1017,0000; 511,0000; 504,0000; 511,0000; 509,0000; 510,0000; 0,0000
59; 23240; 26,8000; 28,4500; -9,6630; -0,2322; 0,4645; 9,9120; 0,0072; 0,3352; 991,0000; 1017,0000; 512,0000; 504,0000; 509,0000; 509,0000; 510,0000; 0,0000
60; 23250; 26,8000; 28,4500; -9,6750; -0,2586; 0,4836; 9,9383; 0,1006; 0,2849; 992,0000; 1017,0000; 511,0000; 505,0000; 510,0000; 508,0000; 509,0000; 0,0000
61; 23261; 26,8000; 28,4500; -9,6271; -0,2442; 0,5363; 9,9096; 0,0814; 0,2682; 983,0000; 1017,0000; 513,0000; 505,0000; 510,0000; 510,0000; 511,0000; 0,0000
62; 23278; 26,8000; 28,4500; -9,6845; -0,2658; 0,4693; 9,9407; 0,1006; 0,2849; 989,0000; 1017,0000; 511,0000; 505,0000; 510,0000; 508,0000; 510,0000; 0,0000
63; 23289; 26,8000; 28,4500; -9,6845; -0,3424; 0,4788; 9,9431; 0,0958; 0,2729; 992,0000; 1017,0000; 510,0000; 506,0000; 511,0000; 511,0000; 511,0000; 0,0000
64; 23299; 26,8000; 28,4500; -9,6271; -0,3112; 0,5531; 9,9503; 0,0622; 0,3017; 990,0000; 1016,0000; 512,0000; 505,0000; 509,0000; 510,0000; 510,0000; 0,0000
65; 23315; 26,8000; 28,4500; -9,6247; -0,3184; 0,4812; 9,9048; 0,1197; 0,3328; 993,0000; 1016,0000; 512,0000; 505,0000; 509,0000; 509,0000; 510,0000; 0,0000
66; 23326; 26,8000; 28,4500; -9,6774; -0,2825; 0,5148; 9,9910; 0,1125; 0,3208; 994,0000; 1017,0000; 510,0000; 503,0000; 508,0000; 510,0000; 510,0000; 0,0000
67; 23336; 26,8000; 28,4500; -9,6127; -0,2849; 0,4836; 9,8713; 0,1389; 0,2370; 992,0000; 1016,0000; 510,0000; 504,0000; 509,0000; 511,0000; 512,0000; 0,0000
68; 23350; 26,8000; 28,4500; -9,6510; -0,3184; 0,5722; 9,9934; 0,0862; 0,3496; 992,0000; 1019,0000; 510,0000; 505,0000; 510,0000; 509,0000; 510,0000; 0,0000
69; 23360; 26,8000; 28,4500; -9,6798; -0,3256; 0,5578; 9,9216; 0,1341; 0,2490; 993,0000; 1016,0000; 511,0000; 505,0000; 509,0000; 508,0000; 510,0000; 0,0000
70; 23371; 26,8000; 28,4500; -9,5912; -0,2346; 0,6057; 9,9240; 0,0766; 0,2897; 992,0000; 1017,0000; 511,0000; 504,0000; 511,0000; 510,0000; 513,0000; 0,0000
71; 23382; 26,8000; 28,4500; -9,6247; -0,2777; 0,5459; 9,9982; 0,1628; 0,2658; 991,0000; 1017,0000; 512,0000; 505,0000; 509,0000; 509,0000; 510,0000; 0,0000
72; 23396; 26,8000; 28,4500; -9,6367; -0,1532; 0,4597; 8,9974; -0,1101; -0,0694; 993,0000; 1017,0000; 508,0000; 505,0000; 509,0000; 508,0000; 509,0000; 0,0000
73; 23407; 26,8000; 28,4500; -9,0477; -0,3663; 0,4142; 10,2903; 0,1844; 0,6752; 991,0000; 1017,0000; 513,0000; 503,0000; 510,0000; 509,0000; 511,0000; 0,0000
74; 23417; 26,8000; 28,4500; -9,7300; -0,1891; 0,6656; 9,6247; 0,1221; -0,2370; 990,0000; 1017,0000; 511,0000; 506,0000; 509,0000; 511,0000; 508,0000; 0,0000
75; 23435; 26,8000; 28,4500; -9,8378; -0,4334; 0,6081; 10,1490; 0,0910; 0,2179; 990,0000; 1016,0000; 512,0000; 506,0000; 510,0000; 509,0000; 512,0000; 0,0000
76; 23445; 26,8000; 28,4500; -9,8689; -0,2107; 0,1437; 9,6486; 0,0862; -0,3400; 992,0000; 1017,0000; 511,0000; 503,0000; 509,0000; 509,0000; 509,0000; 0,0000
77; 23456; 26,8000; 28,4500; -9,6031; -0,3567; 0,7709; 10,1610; 0,0982; 0,6177; 991,0000; 1016,0000; 510,0000; 502,0000; 510,0000; 510,0000; 509,0000; 0,0000
78; 23472; 26,8000; 28,4500; -9,6343; -0,2514; 0,5076; 9,7468; 0,0886; 0,1891; 989,0000; 1016,0000; 512,0000; 504,0000; 509,0000; 511,0000; 509,0000; 0,0000
79; 23483; 26,8000; 28,4500; -9,6367; -0,3160; 0,7278; 10,1394; 0,0934; 0,6201; 991,0000; 1017,0000; 508,0000; 506,0000; 511,0000; 508,0000; 510,0000; 0,0000
80; 23493; 26,7900; 28,4500; -9,6630; -0,3280; 0,4166; 9,8545; 0,1580; 0,1365; 994,0000; 1020,0000; 511,0000; 503,0000; 508,0000; 511,0000; 511,0000; 0,0000
81; 23507; 26,7900; 28,4500; -9,5050; -0,3017; 0,6464; 10,0078; 0,1628; 0,5411; 999,0000; 1016,0000; 511,0000; 504,0000; 511,0000; 508,0000; 510,0000; 0,0000
82; 23517; 26,7900; 28,4500; -9,5744; -0,2753; 0,3519; 9,8881; 0,0479; -0,0192; 990,0000; 1017,0000; 510,0000; 506,0000; 511,0000; 509,0000; 510,0000; 0,0000
83; 23528; 26,7900; 28,4500; -9,5481; -0,2634; 0,6656; 9,9982; 0,1700; 0,8188; 951,0000; 988,0000; 526,0000; 497,0000; 493,0000; 508,0000; 510,0000; 0,0000
84; 23538; 26,7900; 28,4500; -9,3158; -0,3735; 0,4693; 9,9886; -0,0072; 0,3136; 975,0000; 954,0000; 530,0000; 499,0000; 498,0000; 506,0000; 505,0000; 0,0000
85; 23553; 26,7900; 28,4500; -9,5816; -0,3376; 0,6369; 10,0509; 0,1221; 0,2418; 935,0000; 970,0000; 526,0000; 502,0000; 505,0000; 506,0000; 529,0000; 0,0000
86; 23564; 26,7900; 28,4500; -9,5888; -0,4046; 0,5291; 10,0149; 0,0120; 0,4286; 934,0000; 993,0000; 528,0000; 505,0000; 513,0000; 506,0000; 509,0000; 0,0000
87; 23574; 26,7900; 28,4500; -9,2943; -0,3711; 1,4293; 10,7404; 0,0431; -2,0159; 928,0000; 1023,0000; 520,0000; 501,0000; 509,0000; 505,0000; 533,0000; 0,0000
88; 23591; 26,7900; 28,4500; -9,1794; -0,2705; 0,9529; 9,8904; -0,0431; -0,0910; 938,0000; 1011,0000; 507,0000; 504,0000; 526,0000; 510,0000; 526,0000; 0,0000
89; 23601; 26,7900; 28,4500; -9,7707; -0,2227; 0,7997; 9,9695; 0,0144; 0,5555; 944,0000; 986,0000; 499,0000; 507,0000; 518,0000; 506,0000; 525,0000; 0,0000
90; 23612; 26,7900; 28,4500; -9,5600; -0,2107; 0,4932; 9,8665; 0,0622; 0,2346; 935,0000; 968,0000; 489,0000; 504,0000; 507,0000; 507,0000; 528,0000; 0,0000
91; 23627; 26,7900; 28,4500; -9,6438; -0,5004; 0,6153; 9,8904; 0,0670; 0,5650; 977,0000; 967,0000; 506,0000; 503,0000; 489,0000; 507,0000; 528,0000; 0,0000
92; 23638; 26,7900; 28,4500; -9,6678; -0,3112; 0,4453; 9,9407; 0,1030; 0,2825; 973,0000; 1023,0000; 525,0000; 500,0000; 506,0000; 507,0000; 533,0000; 0,0000
93; 23648; 26,7900; 28,4500; -9,6893; -0,3184; 0,4908; 9,9766; 0,0694; 0,2729; 993,0000; 972,0000; 523,0000; 502,0000; 524,0000; 513,0000; 524,0000; 0,0000
94; 23662; 26,7900; 28,4500; -9,6079; -0,2945; 0,5459; 10,1442; 0,1939; 0,1508; 999,0000; 944,0000; 496,0000; 504,0000; 518,0000; 511,0000; 520,0000; 0,0000
95; 23672; 26,7900; 28,4500; -9,7779; -0,2490; 0,5507; 9,8378; 0,1413; 0,1915; 956,0000; 996,0000; 491,0000; 500,0000; 502,0000; 505,0000; 521,0000; 0,0000
96; 23683; 26,8000; 28,4500; -9,5888; -0,3041; 0,6847; 10,0796; 0,0958; 0,5531; 937,0000; 957,0000; 520,0000; 504,0000; 491,0000; 507,0000; 514,0000; 0,0000
97; 23694; 26,8000; 28,4500; -9,4906; -0,4357; 0,4717; 9,8904; 0,1053; 0,3376; 963,0000; 962,0000; 526,0000; 502,0000; 519,0000; 506,0000; 498,0000; 0,0000
98; 23708; 26,8000; 28,4500; -9,7229; -0,1484; 0,5459; 10,1179; 0,1101; 0,3807; 916,0000; 1018,0000; 490,0000; 501,0000; 517,0000; 506,0000; 534,0000; 0,0000
99; 23719; 26,8000; 28,4500; -9,5577; -0,3879; 0,5842; 10,0126; 0,1269; 0,4022; 940,0000; 971,0000; 511,0000; 502,0000; 490,0000; 513,0000; 511,0000; 0,0000
100; 23729; 26,8000; 28,4500; -9,7803; -0,2418; 0,3496; 10,0724; 0,1053; 0,2634; 916,0000; 1023,0000; 525,0000; 502,0000; 511,0000; 512,0000; 528,0000; 0,0000
101; 23748; 26,8000; 28,4500; -9,7516; -0,1197; 0,3998; 9,9814; 0,0599; 0,4717; 956,0000; 979,0000; 495,0000; 502,0000; 495,0000; 509,0000; 516,0000; 0,0000
102; 23758; 26,8000; 28,4500; -9,7396; -0,1389; 0,4357; 10,0437; 0,2322; 0,3496; 945,0000; 1023,0000; 525,0000; 501,0000; 500,0000; 497,0000; 526,0000; 0,0000
